0.3 0.0630957344480193
0.31 0.15079953418017897
0.32 0.31361729165129876
0.33 0.41228734072288664
0.34 0.47863009232263826
0.35 0.5291758304203468
0.36 0.5701642722807475
0.37 0.6070158063410442
0.38 0.6379696226625791
0.39 0.6705018801628415
0.4 0.6956647535283519
0.41 0.7217719496686992
0.42 0.739945954312724
0.43 0.7677149537690281
0.44 0.7870457896950986
0.45 0.7965260797837785
0.46 0.8158306174490078
0.47 0.8256576326213266
0.48 0.8256576326213266
0.49 0.8456682000993545
0.5 0.8558546212208239
0.52 0.8661637419723038
0.54 0.8765970403212793
0.56 0.8871560120379609
0.58 0.8871560120379609
0.6 0.8986694950475262
0.62 0.9094943385552954
0.64 0.9204495717531713
0.66 0.9349750030886004
0.68 0.9418895965228413
0.7 0.93583654358353
0.72 0.9471090794701604
0.74 0.9418895965228413
0.76 0.9576349769692688
0.78 0.954992586021436
0.8 0.9558725718846913
0.82 0.9567533686182412
0.82002 0.868904
0.82009 0.835521
0.82016 0.914936
0.82023 0.937652
0.8203 0.910956
0.82037 0.90721
0.82044 0.960736
0.82051 0.993868
0.82058 0.999061
0.82065 0.998297
0.82072 0.992846
0.82079 0.989844
0.82086 0.996048
0.82093 0.999389
0.821 0.999446
0.82107 0.999182
0.82114 0.996214
0.82121 0.98396
0.82128 0.974279
0.82135 0.978702
0.82142 0.971942
0.82149 0.942018
0.82156 0.955999
0.82163 0.986089
0.8217 0.989286
0.82177 0.989934
0.82184 0.995464
0.82191 0.997232
0.82198 0.986585
0.82205 0.942206
0.82212 0.915758
0.82219 0.963736
0.82226 0.992954
0.82233 0.99129
0.8224 0.965555
0.82247 0.952624
0.82254 0.97584
0.82261 0.964396
0.82268 0.916892
0.82275 0.924346
0.82282 0.940502
0.82289 0.907656
0.82296 0.822664
0.82303 0.744884
0.8231 0.662412
0.82317 0.701122
0.82324 0.826125
0.82331 0.873324
0.82338 0.815737
0.82345 0.767443
0.82352 0.888642
0.82359 0.952506
0.82366 0.906539
0.82373 0.909052
0.8238 0.964421
0.82387 0.983833
0.82394 0.978776
0.82401 0.966082
0.82408 0.974792
0.82415 0.989553
0.82422 0.977354
0.82429 0.95973
0.82436 0.978095
0.82443 0.992475
0.8245 0.978739
0.82457 0.91407
0.82464 0.853552
0.82471 0.920996
0.82478 0.985587
0.82485 0.99737
0.82492 0.996815
0.82499 0.996954
0.82506 0.998482
0.82513 0.997636
0.8252 0.997543
0.82527 0.999272
0.82534 0.999721
0.82541 0.997787
0.82548 0.984073
0.82555 0.958039
0.82562 0.968088
0.82569 0.991787
0.82576 0.995221
0.82583 0.974151
0.8259 0.894319
0.82597 0.863974
0.82604 0.941703
0.82611 0.979472
0.82618 0.966313
0.82625 0.926187
0.82632 0.946523
0.82639 0.986435
0.82646 0.996172
0.82653 0.985472
0.8266 0.948294
0.82667 0.942492
0.82674 0.978399
0.82681 0.993842
0.82688 0.998351
0.82695 0.999253
0.82702 0.999196
0.82709 0.998888
0.82716 0.995408
0.82723 0.993244
0.8273 0.996481
0.82737 0.990961
0.82744 0.95474
0.82751 0.925633
0.82758 0.951493
0.82765 0.926399
0.82772 0.853456
0.82779 0.898095
0.82786 0.950244
0.82793 0.913722
0.828 0.922907
0.82807 0.975699
0.82814 0.975189
0.82821 0.922637
0.82828 0.907713
0.82835 0.958776
0.82842 0.935793
0.82849 0.866363
0.82856 0.914671
0.82863 0.982423
0.8287 0.997148
0.82877 0.998074
0.82884 0.997458
0.82891 0.994258
0.82898 0.964555
0.82905 0.872858
0.82912 0.847495
0.82919 0.907003
0.82926 0.924278
0.82933 0.966981
0.8294 0.992385
0.82947 0.996978
0.82954 0.996104
0.82961 0.969867
0.82968 0.889324
0.82975 0.868488
0.82982 0.938547
0.82989 0.980506
0.82996 0.995586
0.83003 0.999185
0.8301 0.998385
0.83017 0.99488
0.83024 0.974168
0.83031 0.926126
0.83038 0.935808
0.83045 0.983318
0.83052 0.997179
0.83059 0.993667
0.83066 0.966127
0.83073 0.902345
0.8308 0.866954
0.83087 0.929559
0.83094 0.985108
0.83101 0.993806
0.83108 0.993574
0.83115 0.995509
0.83122 0.995938
0.83129 0.993277
0.83136 0.98903
0.83143 0.97381
0.8315 0.960241
0.83157 0.978054
0.83164 0.98701
0.83171 0.987865
0.83178 0.991345
0.83185 0.975889
0.83192 0.958777
0.83199 0.967689
0.83206 0.940628
0.83213 0.923288
0.8322 0.969699
0.83227 0.989235
0.83234 0.944731
0.83241 0.838312
0.83248 0.852899
0.83255 0.958372
0.83262 0.995475
0.83269 0.999477
0.83276 0.999191
0.83283 0.995326
0.8329 0.985626
0.83297 0.980409
0.83304 0.988841
0.83311 0.991529
0.83318 0.977615
0.83325 0.953507
0.83332 0.964158
0.83339 0.988063
0.83346 0.991324
0.83353 0.985162
0.8336 0.971662
0.83367 0.962687
0.83374 0.979216
0.83381 0.980101
0.83388 0.980642
0.83395 0.993783
0.83402 0.996754
0.83409 0.977383
0.83416 0.927858
0.83423 0.931706
0.8343 0.980729
0.83437 0.995391
0.83444 0.987807
0.83451 0.977646
0.83458 0.985954
0.83465 0.997305
0.83472 0.999617
0.83479 0.999797
0.83486 0.999553
0.83493 0.998511
0.835 0.997082
0.83507 0.995731
0.83514 0.988691
0.83521 0.974842
0.83528 0.981242
0.83535 0.995233
0.83542 0.999177
0.83549 0.998543
0.83556 0.992491
0.83563 0.977926
0.8357 0.974942
0.83577 0.983159
0.83584 0.992556
0.83591 0.988842
0.83598 0.966899
0.83605 0.96951
0.83612 0.990973
0.83619 0.99492
0.83626 0.99235
0.83633 0.996168
0.8364 0.994911
0.83647 0.978474
0.83654 0.971305
0.83661 0.989032
0.83668 0.998416
0.83675 0.999546
0.83682 0.998948
0.83689 0.996499
0.83696 0.987951
0.83703 0.979674
0.8371 0.988908
0.83717 0.995806
0.83724 0.995253
0.83731 0.996912
0.83738 0.998387
0.83745 0.999054
0.83752 0.99862
0.83759 0.994333
0.83766 0.988809
0.83773 0.987584
0.8378 0.986747
0.83787 0.979092
0.83794 0.977418
0.83801 0.987374
0.83808 0.995631
0.83815 0.998898
0.83822 0.999803
0.83829 0.999903
0.83836 0.999179
0.83843 0.997835
0.8385 0.998432
0.83857 0.999148
0.83864 0.996473
0.83871 0.990838
0.83878 0.987107
0.83885 0.985763
0.83892 0.990744
0.83899 0.993518
0.83906 0.992113
0.83913 0.99442
0.8392 0.99726
0.83927 0.998218
0.83934 0.999475
0.83941 0.999957
0.83948 0.999965
0.83955 0.999536
0.83962 0.996627
0.83969 0.991239
0.83976 0.991125
0.83983 0.995774
0.8399 0.998392
0.83997 0.996177
0.84004 0.994032
0.84011 0.996792
0.84018 0.998984
0.84025 0.997447
0.84032 0.995572
0.84039 0.996963
0.84046 0.999167
0.84053 0.999399
0.8406 0.99846
0.84067 0.9971
0.84074 0.994816
0.84081 0.990928
0.84088 0.992148
0.84095 0.997854
0.84102 0.998806
0.84109 0.993208
0.84116 0.984594
0.84123 0.985243
0.8413 0.992244
0.84137 0.997092
0.84144 0.998373
