0.3000    0.1504    0.1734
0.3200    0.2574    0.2682
0.3500    0.2856    0.2976
0.4000    0.2764    0.2880
0.4500    0.2810    0.2928
0.4750    0.2463    0.2869
0.5000    0.25      0.2855
0.5250    0.25      0.286
0.6000    0.2407    0.286
0.7600    0.2661    0.2889
0.8250    0.18      0.1800
0.9500    0.1200    0.1200
1.0000    0.0000    0.0000
1.0500    0.0000    0.0000
