0.3000    0.1504    0.1734
0.3200    0.2574    0.2682
0.3500    0.2856    0.2976
0.4000    0.2764    0.2880
0.4500    0.2810    0.2928
0.4750    0.2463    0.2869
0.5000    0.1442    0.2855
0.5250    0.0417    0.2754
0.6000    0.0210    0.2061
